BLZ;Institutsname;BIC;Host;URL;Ver.;PIN-1;PIN-2;DDV-1;DDV-2;RDH-1;RDH-2;RDH-3;RDH-4;RDH-5;RDH-6;RDH-7;RDH-8;RDH-9;RDH-10;Ku-ID;Benutzer;iTAN;UseBLZ;Hinweis;InstitutsnameLang;ValidFrom;RAH-7;RAH-9;RAH-10;IconName
66010700;L-Bank;LKBWDE6KXXX;;;;;;;;;;;;;;;;;;;;;;;Landeskreditbank Baden-Württemberg Förderbank;;;;;
66020020;BW Bank Karlsruhe;SOLADEST663;banking-li4.s-fints-pt-li.de;https://banking-li4.s-fints-pt-li.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~:eTAN plus;60050101;;Baden-Württembergische Bank;;ja;;;BwBk
66020286;UniCredit Bank-HypoVereinbk;HYVEDEMM475;hbci.hypovereinsbank.de;https://hbci-01.hypovereinsbank.de/bank/hbci;3.0;;ja;;;ja;;ja;;ja;;;;ja;ja;;Direct B@nking-Nummer;CR#1;70020270;;UniCredit Bank - HypoVereinsbank;;;ja;ja;Hypo
66020500;Bank für Sozialwirtschaft;BFSWDE33KRL;;;;;;;;;;;;;;;;;;;;;;;Bank für Sozialwirtschaft;;;;;
66020566;Sozialbank Karlsruhe;BFSWDE33KRL;;;;;;;;;;;;;;;;;;;;;;;Bank für Sozialwirtschaft;;;;;
66030600;Isbank Karlsruhe;ISBKDEFXKRL;hbciserver.bankverlag.de;https://www.bv-activebanking.de/hbciTunnel/hbciTransfer.jsp;3.0;ja;ja;;;ja;;ja;;ja;;;;;;Kunden-ID;Benutzerkennung;CR#0:CR#1;;;Isbank Fil Karlsruhe;;;;;
66040018;Commerzbank Karlsruhe;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
66040026;Commerzbank Karlsruhe;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank/Kreditcenter Badenia;;;;;CoBa
66050000;Landesbank Baden-Württ;SOLADEST660;banking-li4.s-fints-pt-li.de;https://banking-li4.s-fints-pt-li.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~:eTAN plus;60050101;;Landesbank Baden-Württemberg;;ja;;;BwBk
66050101;Spk Karlsruhe;KARSDE66XXX;banking-bw4.s-fints-pt-bw.de;https://banking-bw4.s-fints-pt-bw.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Karlsruhe;;ja;;;Spk
66051220;Sparkasse Ettlingen -alt-;SOLADES1ETT;;;;;;;;;;;;;;;;;;;;;;;Sparkasse Ettlingen -alt-;;;;;Spk
66060000;DZ BANK;GENODE6KXXX;;;;;;;;;;;;;;;;;;;;;;;DZ BANK;;;;;VoBa
66060300;Spar- und Kreditbank -alt-;GENODE61KA3;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Spar- und Kreditbank -alt-;;;;;VoBa
66061407;Spar- u Kreditbk Rheinstett;GENODE61RH2;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Spar- und Kreditbank;;;;;VoBa
66061724;VB Stutensee-Weingarten;GENODE61WGA;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Volksbank Stutensee-Weingarten;;;;;VoBa
66062138;Spar- u Kreditbank Hardt;GENODE61EGG;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Spar- und Kreditbank Hardt;;;;;VoBa
66062366;Raiffbk Hardt-Bruhrain;GENODE61DET;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Raiffeisenbank Hardt-Bruhrain;;;;;VoBa
66069103;Raiffeisenbank Elztal;GENODE61ELZ;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Raiffeisenbank Elztal;;;;;VoBa
66069104;Spar- u Kreditbk Dauchingen;GENODE61DAC;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Spar- und Kreditbank;;;;;VoBa
66069342;Volksbank Krautheim;GENODE61KTH;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Volksbank Krautheim;;;;;VoBa
66070004;Deutsche Bank Karlsruhe;DEUTDESM660;hbci.deutsche-bank.de;https://fints.deutsche-bank.de/;3.0;;ja;;;ja;;;;;;;;ja;ja;;Benutzerkennung;ITAN:MTAN:MS1.0.0;;Die Benutzerkennung setzt sich aus der 3stelligen Filialnummer (z.B. 555) plus der 7stelligen Hauptkontonummer (z.B. 1234567) plus der 2stelligen Unterkontonummer (z.B. 00) zusammen (z.B. 555123456700). Der Übertragungsweg HBCI+ muss vor der ersten Verwendung im Internetbanking unter Service / Optionen im Unterpunkt Weitere Services aktiviert werden.;Deutsche Bank;;;;;DeuBa
66070024;Deutsche Bank PGK Karlsruhe;DEUTDEDB660;hbci.deutsche-bank.de;https://fints.deutsche-bank.de/;3.0;;ja;;;ja;;;;;;;;ja;ja;;Benutzerkennung;ITAN:MTAN:MS1.0.0;;Die Benutzerkennung setzt sich aus der 3stelligen Filialnummer (z.B. 555) plus der 7stelligen Hauptkontonummer (z.B. 1234567) plus der 2stelligen Unterkontonummer (z.B. 00) zusammen (z.B. 555123456700). Der Übertragungsweg HBCI+ muss vor der ersten Verwendung im Internetbanking unter Service / Optionen im Unterpunkt Weitere Services aktiviert werden.;Deutsche Bank Privat und Geschäftskunden;;;;;DeuBa
66080052;Commerzbank Karlsruhe;DRESDEFF660;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank vormals Dresdner Bank;;;;;CoBa
66090621;apoBank Karlsruhe;DAAEDED1021;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;apoKennung/Alias;MTAN2:SM@RTTANPLUS2:SECURESIGN:HHD1.3.1:HHD1.3.2OPT:HHD1.4:HHD1.4OPT:MS1.0.0;30060601;Bitte verwenden Sie Ihre 19stellige apoKennung oder Ihren Alias.;apoBank;;;;;ApoBk
66090800;BBBank Karlsruhe;GENODE61BBB;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;BBBank;;;;;BBBk
66090900;PSD Bank Karlsruhe-Neustadt;GENODEF1P10;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/PSD-Key;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;PSD Bank Karlsruhe-Neustadt;;;;;PsdBk
66091200;Volksbank Ettlingen;GENODE61ETT;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Volksbank Ettlingen;;;;;VoBa
66190000;Volksbank Karlsruhe;GENODE61KA1;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Volksbank Karlsruhe;;;;;VoBa
66240002;Commerzbank Baden-Baden;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
66250030;Spk Baden-Baden Gaggenau;SOLADES1BAD;banking-bw3.s-fints-pt-bw.de;https://banking-bw3.s-fints-pt-bw.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Baden-Baden Gaggenau;;ja;;;Spk
66251434;Sparkasse Bühl;SOLADES1BHL;banking-bw3.s-fints-pt-bw.de;https://banking-bw3.s-fints-pt-bw.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Bühl;;ja;;;Spk
66261092;Spar-u Kreditbank Bühlertal;GENODE61BHT;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Spar- und Kreditbank;;;;;VoBa
66261416;Raiffeisenbank Altschweier;GENODE61ALR;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Raiffeisenbank Altschweier;;;;;VoBa
66270001;Deutsche Bank Baden-Baden;DEUTDESM662;hbci.deutsche-bank.de;https://fints.deutsche-bank.de/;3.0;;ja;;;ja;;;;;;;;ja;ja;;Benutzerkennung;ITAN:MTAN:MS1.0.0;;Die Benutzerkennung setzt sich aus der 3stelligen Filialnummer (z.B. 555) plus der 7stelligen Hauptkontonummer (z.B. 1234567) plus der 2stelligen Unterkontonummer (z.B. 00) zusammen (z.B. 555123456700). Der Übertragungsweg HBCI+ muss vor der ersten Verwendung im Internetbanking unter Service / Optionen im Unterpunkt Weitere Services aktiviert werden.;Deutsche Bank;;;;;DeuBa
66270024;Deutsche Bank PGK Baden-Bad;DEUTDEDB662;hbci.deutsche-bank.de;https://fints.deutsche-bank.de/;3.0;;ja;;;ja;;;;;;;;ja;ja;;Benutzerkennung;ITAN:MTAN:MS1.0.0;;Die Benutzerkennung setzt sich aus der 3stelligen Filialnummer (z.B. 555) plus der 7stelligen Hauptkontonummer (z.B. 1234567) plus der 2stelligen Unterkontonummer (z.B. 00) zusammen (z.B. 555123456700). Der Übertragungsweg HBCI+ muss vor der ersten Verwendung im Internetbanking unter Service / Optionen im Unterpunkt Weitere Services aktiviert werden.;Deutsche Bank Privat und Geschäftskunden;;;;;DeuBa
66280053;Commerzbank Baden-Baden;DRESDEFF662;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank vormals Dresdner Bank;;;;;CoBa
66290000;Volksbank Baden-Bdn Rastatt;VBRADE6KXXX;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Volksbank Baden-Baden Rastatt;;;;;VoBa
66291300;Volksbank Achern -alt-;GENODE61ACH;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Volksbank Achern -alt-;;;;;VoBa
66291400;Volksbank Bühl;GENODE61BHL;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Volksbank Bühl;;;;;VoBa
66340018;Commerzbank Bruchsal;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
66350036;Spk Kraichgau;BRUSDE66XXX;banking-bw2.s-fints-pt-bw.de;https://banking-bw2.s-fints-pt-bw.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Kraichgau Bruchsal-Bretten-Sinsheim;;ja;;;Spk
66391200;VB Bruchsal-Bretten;GENODE61BTT;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Volksbank Bruchsal-Bretten;;;;;VoBa
66391600;VB Bruhrain-Kraich-Hardt;GENODE61ORH;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Volksbank Bruhrain-Kraich-Hardt;;;;;VoBa
66432700;Faißtbank Wolfach;FAITDE66XXX;hbciserver.bankverlag.de;https://www.bv-activebanking.de/hbciTunnel/hbciTransfer.jsp;3.0;ja;ja;;;ja;;ja;;ja;;;;;;Kunden-ID;Benutzerkennung;CR#0;;;Bankhaus J. Faißt;;;;;
66440084;Commerzbank Offenburg;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
66450050;Sparkasse Offenburg/Ortenau;SOLADES1OFG;banking-bw5.s-fints-pt-bw.de;https://banking-bw5.s-fints-pt-bw.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Offenburg/Ortenau;;ja;;;Spk
66451346;Spk Gengenbach;SOLADES1GEB;banking-bw5.s-fints-pt-bw.de;https://banking-bw5.s-fints-pt-bw.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Gengenbach;;ja;;;Spk
66451548;Spk Haslach-Zell;SOLADES1HAL;banking-bw5.s-fints-pt-bw.de;https://banking-bw5.s-fints-pt-bw.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Haslach-Zell;;ja;;;Spk
66451862;Spk Hanauerland Kehl;SOLADES1KEL;banking-bw5.s-fints-pt-bw.de;https://banking-bw5.s-fints-pt-bw.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Hanauerland;;ja;;;Spk
66452776;Spk Wolfach;SOLADES1WOF;banking-bw5.s-fints-pt-bw.de;https://banking-bw5.s-fints-pt-bw.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Wolfach;;ja;;;Spk
66470024;Deutsche Bank PGK Offenburg;DEUTDEDB968;hbci.deutsche-bank.de;https://fints.deutsche-bank.de/;3.0;;ja;;;ja;;;;;;;;ja;ja;;Benutzerkennung;ITAN:MTAN:MS1.0.0;;Die Benutzerkennung setzt sich aus der 3stelligen Filialnummer (z.B. 555) plus der 7stelligen Hauptkontonummer (z.B. 1234567) plus der 2stelligen Unterkontonummer (z.B. 00) zusammen (z.B. 555123456700). Der Übertragungsweg HBCI+ muss vor der ersten Verwendung im Internetbanking unter Service / Optionen im Unterpunkt Weitere Services aktiviert werden.;Deutsche Bank Privat und Geschäftskunden;;;;;DeuBa
66470035;Deutsche Bank Offenburg;DEUTDE6F664;hbci.deutsche-bank.de;https://fints.deutsche-bank.de/;3.0;;ja;;;ja;;;;;;;;ja;ja;;Benutzerkennung;ITAN:MTAN:MS1.0.0;;Die Benutzerkennung setzt sich aus der 3stelligen Filialnummer (z.B. 555) plus der 7stelligen Hauptkontonummer (z.B. 1234567) plus der 2stelligen Unterkontonummer (z.B. 00) zusammen (z.B. 555123456700). Der Übertragungsweg HBCI+ muss vor der ersten Verwendung im Internetbanking unter Service / Optionen im Unterpunkt Weitere Services aktiviert werden.;Deutsche Bank;;;;;DeuBa
66490000;Voba i.d. Ortenau Offenburg;GENODE61OG1;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Volksbank in der Ortenau;;;;;VoBa
66491800;Volksbank Bühl;;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Volksbank Bühl Fil Kehl;;;;;VoBa
66492600;VB Appenweier -alt-;GENODE61APP;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Volksbank Appenweier-Urloffen Appenweier -alt-;;;;;VoBa
66492700;VB Mittlerer Schwarzwald;GENODE61KZT;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Volksbank Mittlerer Schwarzwald;;;;;VoBa
66550070;Sparkasse Rastatt-Gernsbach;SOLADES1RAS;banking-bw3.s-fints-pt-bw.de;https://banking-bw3.s-fints-pt-bw.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Rastatt-Gernsbach;;ja;;;Spk
66562053;Rb Südhardt Durmersheim;GENODE61DUR;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Raiffeisenbank Südhardt Durmersheim;;;;;VoBa
66562300;VR-Bank Mittelb Iffezheim;GENODE61IFF;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;VR-Bank in Mittelbaden;;;;;VoBa
66610111;SEB Pforzheim;ESSEDE5F666;;;;;;;;;;;;;;;;;;;;;;;SEB;;;;;
66640035;Commerzbank Pforzheim;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
66650085;Sparkasse Pforzheim Calw;PZHSDE66XXX;banking-bw3.s-fints-pt-bw.de;https://banking-bw3.s-fints-pt-bw.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Pforzheim Calw;;ja;;;Spk
66661244;Raiffbk Bauschlott -alt-;GENODE61NBT;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Raiffeisenbank Bauschlott -alt-;;;;;VoBa
66661329;Raiffeisenbank Kieselbronn;GENODE61KBR;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Raiffeisenbank Kieselbronn;;;;;VoBa
66661454;VR Bank im Enzkreis -alt-;GENODE61NFO;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;VR Bank im Enzkreis -alt-;;;;;VoBa
66662155;Raiffeisenbank Ersingen;GENODE61ERS;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Raiffeisenbank Ersingen;;;;;VoBa
66662220;VB Stein Eisingen -alt-;GENODE61KBS;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Volksbank Stein Eisingen -alt-;;;;;VoBa
66670006;Deutsche Bank Pforzheim;DEUTDESM666;hbci.deutsche-bank.de;https://fints.deutsche-bank.de/;3.0;;ja;;;ja;;;;;;;;ja;ja;;Benutzerkennung;ITAN:MTAN:MS1.0.0;;Die Benutzerkennung setzt sich aus der 3stelligen Filialnummer (z.B. 555) plus der 7stelligen Hauptkontonummer (z.B. 1234567) plus der 2stelligen Unterkontonummer (z.B. 00) zusammen (z.B. 555123456700). Der Übertragungsweg HBCI+ muss vor der ersten Verwendung im Internetbanking unter Service / Optionen im Unterpunkt Weitere Services aktiviert werden.;Deutsche Bank;;;;;DeuBa
66670024;Deutsche Bank PGK Pforzheim;DEUTDEDB666;hbci.deutsche-bank.de;https://fints.deutsche-bank.de/;3.0;;ja;;;ja;;;;;;;;ja;ja;;Benutzerkennung;ITAN:MTAN:MS1.0.0;;Die Benutzerkennung setzt sich aus der 3stelligen Filialnummer (z.B. 555) plus der 7stelligen Hauptkontonummer (z.B. 1234567) plus der 2stelligen Unterkontonummer (z.B. 00) zusammen (z.B. 555123456700). Der Übertragungsweg HBCI+ muss vor der ersten Verwendung im Internetbanking unter Service / Optionen im Unterpunkt Weitere Services aktiviert werden.;Deutsche Bank Privat und Geschäftskunden;;;;;DeuBa
66680013;Commerzbank Pforzheim;DRESDEFF666;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank vormals Dresdner Bank;;;;;CoBa
66690000;Volksbank Pforzheim;VBPFDE66XXX;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Volksbank Pforzheim;;;;;VoBa
66692300;VR Bank Enz plus;GENODE61WIR;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;VR Bank Enz plus;;;;;VoBa
66762332;Raiffbk Kraichgau;GENODE61KIR;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Raiffeisenbank Kraichgau;;;;;VoBa
66762433;Raiffeisenbank Neudenau;GENODE61NEU;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Raiffeisenbank Neudenau-Stein-Herbolzheim;;;;;VoBa
67010111;SEB Mannheim;ESSEDE5F670;;;;;;;;;;;;;;;;;;;;;;;SEB;;;;;
67020190;UniCredit Bank-HypoVereinbk;HYVEDEMM489;hbci.hypovereinsbank.de;https://hbci-01.hypovereinsbank.de/bank/hbci;3.0;;ja;;;ja;;ja;;ja;;;;ja;ja;;Direct B@nking-Nummer;CR#1;70020270;;UniCredit Bank - HypoVereinsbank;;;ja;ja;Hypo
67040031;Commerzbank Mannheim;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
67040060;Commerzbank CC Mannheim;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank CC;;;;;CoBa
